Planner,Dom,Problem,Time,Steps,comp
system-r,logistics,logistics-70-0,167420,1746,IPC2000
talplan,logistics,logistics-70-0,314,437,IPC2000
shop,logistics,logistics-70-1,68030,437,IPC2000
system-r,logistics,logistics-70-1,169590,1817,IPC2000
talplan,logistics,logistics-70-1,324,450,IPC2000
altalt,logistics,logistics-7-1,10142,55,IPC2000
blackbox,logistics,logistics-7-1,65360.04,47,IPC2000
ff,logistics,logistics-7-1,30,44,IPC2000
hsp,logistics,logistics-7-1,29.4,54,IPC2000
ipp,logistics,logistics-7-1,93170,44,IPC2000
mips,logistics,logistics-7-1,40,47,IPC2000
pbr,logistics,logistics-7-1,9700,46,IPC2000
shop,logistics,logistics-7-1,90,44,IPC2000
stan,logistics,logistics-7-1,20,44,IPC2000
system-r,logistics,logistics-7-1,1210,54,IPC2000
system-r,logistics,logistics-7-1,160,54,IPC2000
talplan,logistics,logistics-7-1,240,44,IPC2000
tokenplan,logistics,logistics-7-1,1060,44,IPC2000
shop,logistics,logistics-71-0,60060,439,IPC2000
system-r,logistics,logistics-71-0,158930,1763,IPC2000
talplan,logistics,logistics-71-0,344,455,IPC2000
shop,logistics,logistics-71-1,74620,442,IPC2000
system-r,logistics,logistics-71-1,165260,1788,IPC2000
talplan,logistics,logistics-71-1,414,446,IPC2000
shop,logistics,logistics-72-0,77950,445,IPC2000
system-r,logistics,logistics-72-0,170440,1828,IPC2000
talplan,logistics,logistics-72-0,334,462,IPC2000
shop,logistics,logistics-72-1,67240,434,IPC2000
system-r,logistics,logistics-72-1,166200,1774,IPC2000
talplan,logistics,logistics-72-1,324,441,IPC2000
shop,logistics,logistics-73-0,72700,447,IPC2000
system-r,logistics,logistics-73-0,186900,2005,IPC2000
talplan,logistics,logistics-73-0,334,454,IPC2000
shop,logistics,logistics-73-1,86950,452,IPC2000
system-r,logistics,logistics-73-1,209280,2079,IPC2000
talplan,logistics,logistics-73-1,334,461,IPC2000
shop,logistics,logistics-74-0,86950,457,IPC2000
system-r,logistics,logistics-74-0,202900,2090,IPC2000
talplan,logistics,logistics-74-0,344,465,IPC2000
shop,logistics,logistics-74-1,92170,452,IPC2000
system-r,logistics,logistics-74-1,203800,2090,IPC2000
talplan,logistics,logistics-74-1,354,466,IPC2000
shop,logistics,logistics-75-0,72020,458,IPC2000
system-r,logistics,logistics-75-0,195930,2034,IPC2000
talplan,logistics,logistics-75-0,514,471,IPC2000
shop,logistics,logistics-75-1,89990,472,IPC2000
system-r,logistics,logistics-75-1,213340,2134,IPC2000
talplan,logistics,logistics-75-1,354,485,IPC2000
shop,logistics,logistics-76-0,111660,469,IPC2000
system-r,logistics,logistics-76-0,247460,2238,IPC2000
talplan,logistics,logistics-76-0,374,479,IPC2000
shop,logistics,logistics-76-1,106240,464,IPC2000
system-r,logistics,logistics-76-1,230300,2166,IPC2000
talplan,logistics,logistics-76-1,344,471,IPC2000
shop,logistics,logistics-77-0,108900,473,IPC2000
system-r,logistics,logistics-77-0,240350,2211,IPC2000
talplan,logistics,logistics-77-0,364,486,IPC2000
shop,logistics,logistics-77-1,102070,462,IPC2000
system-r,logistics,logistics-77-1,229640,2131,IPC2000
talplan,logistics,logistics-77-1,374,474,IPC2000
shop,logistics,logistics-78-0,98320,477,IPC2000
system-r,logistics,logistics-78-0,241560,2234,IPC2000
talplan,logistics,logistics-78-0,384,491,IPC2000
shop,logistics,logistics-78-1,115270,475,IPC2000
system-r,logistics,logistics-78-1,227140,2176,IPC2000
talplan,logistics,logistics-78-1,464,485,IPC2000
shop,logistics,logistics-79-0,133290,495,IPC2000
system-r,logistics,logistics-79-0,278270,2370,IPC2000
talplan,logistics,logistics-79-0,394,511,IPC2000
shop,logistics,logistics-79-1,108700,498,IPC2000
system-r,logistics,logistics-79-1,267540,2315,IPC2000
talplan,logistics,logistics-79-1,414,510,IPC2000
blackbox,logistics,logistics-8-0,3816.731,31,IPC2000
ff,logistics,logistics-8-0,20,31,IPC2000
hsp,logistics,logistics-8-0,30.6,39,IPC2000
ipp,logistics,logistics-8-0,1160,31,IPC2000
mips,logistics,logistics-8-0,20,31,IPC2000
pbr,logistics,logistics-8-0,1480,32,IPC2000
shop,logistics,logistics-8-0,50,32,IPC2000
stan,logistics,logistics-8-0,20,31,IPC2000
system-r,logistics,logistics-8-0,1010,42,IPC2000
system-r,logistics,logistics-8-0,110,42,IPC2000
talplan,logistics,logistics-8-0,230,31,IPC2000
tokenplan,logistics,logistics-8-0,390,31,IPC2000
shop,logistics,logistics-80-0,103280,497,IPC2000
system-r,logistics,logistics-80-0,270160,2339,IPC2000
talplan,logistics,logistics-80-0,394,512,IPC2000
shop,logistics,logistics-80-1,131430,508,IPC2000
system-r,logistics,logistics-80-1,279190,2371,IPC2000
talplan,logistics,logistics-80-1,404,524,IPC2000
altalt,logistics,logistics-8-1,20918,53,IPC2000
blackbox,logistics,logistics-8-1,22860.91,46,IPC2000
ff,logistics,logistics-8-1,20,44,IPC2000
hsp,logistics,logistics-8-1,33.1,53,IPC2000
ipp,logistics,logistics-8-1,4630,46,IPC2000
mips,logistics,logistics-8-1,30,46,IPC2000
pbr,logistics,logistics-8-1,19100,48,IPC2000
shop,logistics,logistics-8-1,90,44,IPC2000
stan,logistics,logistics-8-1,30,45,IPC2000
system-r,logistics,logistics-8-1,1310,66,IPC2000
system-r,logistics,logistics-8-1,170,66,IPC2000
talplan,logistics,logistics-8-1,240,44,IPC2000
tokenplan,logistics,logistics-8-1,740,46,IPC2000
shop,logistics,logistics-81-0,114020,507,IPC2000
system-r,logistics,logistics-81-0,270860,2336,IPC2000
talplan,logistics,logistics-81-0,404,524,IPC2000
shop,logistics,logistics-81-1,126510,508,IPC2000
system-r,logistics,logistics-81-1,282610,2369,IPC2000
talplan,logistics,logistics-81-1,494,522,IPC2000
shop,logistics,logistics-82-0,110920,525,IPC2000
system-r,logistics,logistics-82-0,308250,2416,IPC2000
talplan,logistics,logistics-82-0,434,542,IPC2000
shop,logistics,logistics-82-1,127660,518,IPC2000
system-r,logistics,logistics-82-1,285210,2374,IPC2000
talplan,logistics,logistics-82-1,434,539,IPC2000
shop,logistics,logistics-83-0,128670,506,IPC2000
system-r,logistics,logistics-83-0,290340,2340,IPC2000
talplan,logistics,logistics-83-0,424,524,IPC2000
shop,logistics,logistics-83-1,147520,505,IPC2000
system-r,logistics,logistics-83-1,308040,2404,IPC2000
talplan,logistics,logistics-83-1,434,522,IPC2000
shop,logistics,logistics-84-0,144920,493,IPC2000
system-r,logistics,logistics-84-0,279600,2318,IPC2000
talplan,logistics,logistics-84-0,414,505,IPC2000
shop,logistics,logistics-84-1,108280,519,IPC2000
system-r,logistics,logistics-84-1,280570,2355,IPC2000
talplan,logistics,logistics-84-1,624,539,IPC2000
shop,logistics,logistics-85-0,172120,522,IPC2000
system-r,logistics,logistics-85-0,349900,2725,IPC2000
talplan,logistics,logistics-85-0,444,535,IPC2000
shop,logistics,logistics-85-1,129300,528,IPC2000
system-r,logistics,logistics-85-1,345300,2699,IPC2000
talplan,logistics,logistics-85-1,464,546,IPC2000
shop,logistics,logistics-86-0,128300,543,IPC2000
system-r,logistics,logistics-86-0,357500,2747,IPC2000
talplan,logistics,logistics-86-0,454,558,IPC2000
shop,logistics,logistics-86-1,130900,522,IPC2000
system-r,logistics,logistics-86-1,346370,2596,IPC2000
talplan,logistics,logistics-86-1,444,532,IPC2000
shop,logistics,logistics-87-0,175750,521,IPC2000
system-r,logistics,logistics-87-0,368690,2750,IPC2000
talplan,logistics,logistics-87-0,474,530,IPC2000
shop,logistics,logistics-87-1,133540,534,IPC2000
system-r,logistics,logistics-87-1,354170,2707,IPC2000
talplan,logistics,logistics-87-1,534,554,IPC2000
shop,logistics,logistics-88-0,173130,549,IPC2000
system-r,logistics,logistics-88-0,398990,2847,IPC2000
talplan,logistics,logistics-88-0,484,570,IPC2000
shop,logistics,logistics-88-1,164470,551,IPC2000
system-r,logistics,logistics-88-1,401430,2882,IPC2000
talplan,logistics,logistics-88-1,464,567,IPC2000
shop,logistics,logistics-89-0,168370,521,IPC2000
system-r,logistics,logistics-89-0,373380,2685,IPC2000
talplan,logistics,logistics-89-0,454,531,IPC2000
shop,logistics,logistics-89-1,166530,576,IPC2000
system-r,logistics,logistics-89-1,411700,2917,IPC2000
talplan,logistics,logistics-89-1,494,586,IPC2000
altalt,logistics,logistics-9-0,4195,46,IPC2000
blackbox,logistics,logistics-9-0,1243.651,36,IPC2000
ff,logistics,logistics-9-0,20,36,IPC2000
hsp,logistics,logistics-9-0,37.4,49,IPC2000
ipp,logistics,logistics-9-0,280,36,IPC2000
mips,logistics,logistics-9-0,20,36,IPC2000
pbr,logistics,logistics-9-0,2900,37,IPC2000
shop,logistics,logistics-9-0,60,36,IPC2000
stan,logistics,logistics-9-0,20,36,IPC2000
system-r,logistics,logistics-9-0,960,50,IPC2000
system-r,logistics,logistics-9-0,130,50,IPC2000
talplan,logistics,logistics-9-0,240,38,IPC2000
tokenplan,logistics,logistics-9-0,370,36,IPC2000
shop,logistics,logistics-90-0,205990,536,IPC2000
system-r,logistics,logistics-90-0,412170,2830,IPC2000
talplan,logistics,logistics-90-0,494,559,IPC2000
shop,logistics,logistics-90-1,178830,553,IPC2000
system-r,logistics,logistics-90-1,417230,2865,IPC2000
talplan,logistics,logistics-90-1,674,567,IPC2000
altalt,logistics,logistics-9-1,229,37,IPC2000
blackbox,logistics,logistics-9-1,332.162,31,IPC2000
ff,logistics,logistics-9-1,20,30,IPC2000
hsp,logistics,logistics-9-1,34.2,34,IPC2000
ipp,logistics,logistics-9-1,130,31,IPC2000
mips,logistics,logistics-9-1,20,30,IPC2000
pbr,logistics,logistics-9-1,1500,32,IPC2000
shop,logistics,logistics-9-1,60,30,IPC2000
stan,logistics,logistics-9-1,10,30,IPC2000
system-r,logistics,logistics-9-1,930,43,IPC2000
system-r,logistics,logistics-9-1,110,43,IPC2000
talplan,logistics,logistics-9-1,320,30,IPC2000
tokenplan,logistics,logistics-9-1,310,31,IPC2000
shop,logistics,logistics-91-0,177430,557,IPC2000
system-r,logistics,logistics-91-0,422830,2876,IPC2000
talplan,logistics,logistics-91-0,504,582,IPC2000
shop,logistics,logistics-91-1,173160,579,IPC2000
system-r,logistics,logistics-91-1,453410,2951,IPC2000
talplan,logistics,logistics-91-1,514,593,IPC2000
shop,logistics,logistics-92-0,189560,560,IPC2000
system-r,logistics,logistics-92-0,449480,2936,IPC2000
talplan,logistics,logistics-92-0,494,579,IPC2000
shop,logistics,logistics-92-1,186790,555,IPC2000
system-r,logistics,logistics-92-1,423930,2875,IPC2000
talplan,logistics,logistics-92-1,504,574,IPC2000
shop,logistics,logistics-93-0,194570,579,IPC2000
system-r,logistics,logistics-93-0,479340,3035,IPC2000
talplan,logistics,logistics-93-0,514,599,IPC2000
shop,logistics,logistics-93-1,206040,559,IPC2000
system-r,logistics,logistics-93-1,422340,2913,IPC2000
talplan,logistics,logistics-93-1,604,578,IPC2000
shop,logistics,logistics-94-0,193560,578,IPC2000
system-r,logistics,logistics-94-0,485030,3022,IPC2000
talplan,logistics,logistics-94-0,494,591,IPC2000
shop,logistics,logistics-94-1,197400,579,IPC2000
system-r,logistics,logistics-94-1,492280,3001,IPC2000
talplan,logistics,logistics-94-1,524,593,IPC2000
shop,logistics,logistics-95-0,222450,600,IPC2000
system-r,logistics,logistics-95-0,521890,3157,IPC2000
talplan,logistics,logistics-95-0,534,617,IPC2000
shop,logistics,logistics-95-1,216390,587,IPC2000
system-r,logistics,logistics-95-1,480690,3022,IPC2000
talplan,logistics,logistics-95-1,514,605,IPC2000
shop,logistics,logistics-96-0,205200,604,IPC2000
system-r,logistics,logistics-96-0,505990,3132,IPC2000
talplan,logistics,logistics-96-0,794,627,IPC2000
shop,logistics,logistics-96-1,213930,597,IPC2000
system-r,logistics,logistics-96-1,503500,3082,IPC2000
talplan,logistics,logistics-96-1,554,616,IPC2000
shop,logistics,logistics-97-0,228070,589,IPC2000
system-r,logistics,logistics-97-0,560310,3371,IPC2000
talplan,logistics,logistics-97-0,544,605,IPC2000
shop,logistics,logistics-97-1,282630,579,IPC2000
system-r,logistics,logistics-97-1,579860,3369,IPC2000
talplan,logistics,logistics-97-1,544,601,IPC2000
shop,logistics,logistics-98-0,234940,606,IPC2000
system-r,logistics,logistics-98-0,548210,3391,IPC2000
talplan,logistics,logistics-98-0,574,630,IPC2000
shop,logistics,logistics-98-1,274930,567,IPC2000
system-r,logistics,logistics-98-1,542880,3273,IPC2000
talplan,logistics,logistics-98-1,534,576,IPC2000
shop,logistics,logistics-99-0,214030,613,IPC2000
system-r,logistics,logistics-99-0,539210,3361,IPC2000
talplan,logistics,logistics-99-0,734,631,IPC2000
shop,logistics,logistics-99-1,240900,609,IPC2000
system-r,logistics,logistics-99-1,574410,3432,IPC2000
talplan,logistics,logistics-99-1,564,623,IPC2000
ff,schedule,schedule-10-0,80,22,IPC2000
ipp,schedule,schedule-10-0,151640,13,IPC2000
ff,schedule,schedule-10-1,300,15,IPC2000
hsp,schedule,schedule-10-1,9710,12,IPC2000
ipp,schedule,schedule-10-1,205820,11,IPC2000
ff,schedule,schedule-10-2,80,20,IPC2000
ipp,schedule,schedule-10-2,12630,13,IPC2000
ff,schedule,schedule-11-0,80,20,IPC2000
ff,schedule,schedule-11-1,80,17,IPC2000
ipp,schedule,schedule-11-1,4380,13,IPC2000
ff,schedule,schedule-11-2,80,18,IPC2000
ff,schedule,schedule-12-0,100,18,IPC2000
ff,schedule,schedule-12-1,180,21,IPC2000
ff,schedule,schedule-12-2,90,17,IPC2000
ff,schedule,schedule-13-0,100,15,IPC2000
ff,schedule,schedule-13-1,110,20,IPC2000
ff,schedule,schedule-13-2,110,21,IPC2000
ff,schedule,schedule-14-0,140,25,IPC2000
ff,schedule,schedule-14-1,180,23,IPC2000
ff,schedule,schedule-14-2,110,20,IPC2000
ff,schedule,schedule-15-0,120,22,IPC2000
ff,schedule,schedule-15-1,290,22,IPC2000
ff,schedule,schedule-15-2,110,18,IPC2000
ff,schedule,schedule-16-0,200,28,IPC2000
ff,schedule,schedule-16-1,290,26,IPC2000
ff,schedule,schedule-16-2,180,23,IPC2000
ff,schedule,schedule-17-0,160,25,IPC2000
ff,schedule,schedule-17-1,200,24,IPC2000
ff,schedule,schedule-17-2,270,33,IPC2000
ff,schedule,schedule-18-0,390,26,IPC2000
ff,schedule,schedule-18-1,210,33,IPC2000
ff,schedule,schedule-18-2,180,23,IPC2000
ff,schedule,schedule-19-0,250,31,IPC2000
ff,schedule,schedule-19-1,440,33,IPC2000
ff,schedule,schedule-19-2,180,28,IPC2000
bddplan,schedule,schedule-2-0,510,2,IPC2000
ff,schedule,schedule-2-0,20,2,IPC2000
hsp,schedule,schedule-2-0,220,2,IPC2000
ipp,schedule,schedule-2-0,60,2,IPC2000
mips,schedule,schedule-2-0,320,2,IPC2000
propplan,schedule,schedule-2-0,1900,2,IPC2000
ff,schedule,schedule-20-0,320,30,IPC2000
ff,schedule,schedule-20-1,370,38,IPC2000
ff,schedule,schedule-20-2,320,36,IPC2000
bddplan,schedule,schedule-2-1,500,2,IPC2000
ff,schedule,schedule-2-1,20,2,IPC2000
hsp,schedule,schedule-2-1,220,2,IPC2000
ipp,schedule,schedule-2-1,80,2,IPC2000
mips,schedule,schedule-2-1,320,2,IPC2000
propplan,schedule,schedule-2-1,2300,2,IPC2000
ff,schedule,schedule-21-0,660,33,IPC2000
ff,schedule,schedule-21-1,360,29,IPC2000
ff,schedule,schedule-21-2,370,35,IPC2000
bddplan,schedule,schedule-2-2,480,2,IPC2000
ff,schedule,schedule-2-2,20,2,IPC2000
hsp,schedule,schedule-2-2,220,2,IPC2000
ipp,schedule,schedule-2-2,80,2,IPC2000
mips,schedule,schedule-2-2,320,2,IPC2000
propplan,schedule,schedule-2-2,2300,2,IPC2000
ff,schedule,schedule-22-0,520,31,IPC2000
ff,schedule,schedule-22-1,440,35,IPC2000
ff,schedule,schedule-22-2,340,38,IPC2000
ff,schedule,schedule-23-0,560,34,IPC2000
ff,schedule,schedule-23-1,890,45,IPC2000
ff,schedule,schedule-23-2,690,44,IPC2000
ff,schedule,schedule-24-0,690,36,IPC2000
ff,schedule,schedule-24-1,460,42,IPC2000
ff,schedule,schedule-24-2,470,35,IPC2000
ff,schedule,schedule-25-0,670,33,IPC2000
ff,schedule,schedule-25-1,670,41,IPC2000
ff,schedule,schedule-25-2,470,32,IPC2000
ff,schedule,schedule-26-0,920,37,IPC2000
ff,schedule,schedule-26-1,910,44,IPC2000
ff,schedule,schedule-26-2,630,45,IPC2000
ff,schedule,schedule-27-0,660,44,IPC2000
ff,schedule,schedule-27-1,740,51,IPC2000
ff,schedule,schedule-27-2,670,45,IPC2000
ff,schedule,schedule-28-0,860,40,IPC2000
ff,schedule,schedule-28-1,570,40,IPC2000
ff,schedule,schedule-28-2,1020,46,IPC2000
ff,schedule,schedule-29-0,1890,51,IPC2000
ff,schedule,schedule-29-1,1060,52,IPC2000
ff,schedule,schedule-29-2,920,45,IPC2000
bddplan,schedule,schedule-3-0,1190,4,IPC2000
ff,schedule,schedule-3-0,20,4,IPC2000
hsp,schedule,schedule-3-0,460,4,IPC2000
ipp,schedule,schedule-3-0,110,4,IPC2000
mips,schedule,schedule-3-0,740,4,IPC2000
propplan,schedule,schedule-3-0,10800,4,IPC2000
ff,schedule,schedule-30-0,940,55,IPC2000
ff,schedule,schedule-30-1,1130,48,IPC2000
ff,schedule,schedule-30-2,860,42,IPC2000
bddplan,schedule,schedule-3-1,980,2,IPC2000
ff,schedule,schedule-3-1,20,2,IPC2000
hsp,schedule,schedule-3-1,300,2,IPC2000
ipp,schedule,schedule-3-1,100,2,IPC2000
mips,schedule,schedule-3-1,590,2,IPC2000
propplan,schedule,schedule-3-1,4900,2,IPC2000
ff,schedule,schedule-31-0,2010,47,IPC2000
ff,schedule,schedule-31-1,1250,50,IPC2000
ff,schedule,schedule-31-2,1180,59,IPC2000
bddplan,schedule,schedule-3-2,1270,4,IPC2000
ff,schedule,schedule-3-2,20,4,IPC2000
hsp,schedule,schedule-3-2,490,4,IPC2000
ipp,schedule,schedule-3-2,110,4,IPC2000
mips,schedule,schedule-3-2,720,4,IPC2000
propplan,schedule,schedule-3-2,10100,4,IPC2000
ff,schedule,schedule-32-0,1840,45,IPC2000
ff,schedule,schedule-32-1,3820,55,IPC2000
ff,schedule,schedule-32-2,1030,50,IPC2000
ff,schedule,schedule-33-0,2570,50,IPC2000
ff,schedule,schedule-33-1,1730,52,IPC2000
ff,schedule,schedule-33-2,2980,55,IPC2000
ff,schedule,schedule-34-0,1240,48,IPC2000
ff,schedule,schedule-34-1,1710,56,IPC2000
ff,schedule,schedule-34-2,4650,56,IPC2000
ff,schedule,schedule-35-0,2620,66,IPC2000
ff,schedule,schedule-35-1,1230,53,IPC2000
ff,schedule,schedule-35-2,4640,63,IPC2000
ff,schedule,schedule-36-0,1360,58,IPC2000
ff,schedule,schedule-36-1,2330,58,IPC2000
ff,schedule,schedule-36-2,1490,56,IPC2000
ff,schedule,schedule-37-0,2410,69,IPC2000
ff,schedule,schedule-37-1,2020,54,IPC2000
ff,schedule,schedule-37-2,3060,63,IPC2000
ff,schedule,schedule-38-0,3010,67,IPC2000
ff,schedule,schedule-38-1,3130,56,IPC2000
ff,schedule,schedule-38-2,4150,73,IPC2000
ff,schedule,schedule-39-0,6330,67,IPC2000
ff,schedule,schedule-39-1,2400,66,IPC2000
ff,schedule,schedule-39-2,6670,64,IPC2000
bddplan,schedule,schedule-4-0,2040,5,IPC2000
ff,schedule,schedule-4-0,20,5,IPC2000
hsp,schedule,schedule-4-0,7490,5,IPC2000
ipp,schedule,schedule-4-0,150,5,IPC2000
mips,schedule,schedule-4-0,2600,5,IPC2000
propplan,schedule,schedule-4-0,192800,5,IPC2000
ff,schedule,schedule-40-0,3360,66,IPC2000
ff,schedule,schedule-40-1,2850,64,IPC2000
ff,schedule,schedule-40-2,2530,68,IPC2000
bddplan,schedule,schedule-4-1,1920,5,IPC2000
ff,schedule,schedule-4-1,20,6,IPC2000
hsp,schedule,schedule-4-1,2900,6,IPC2000
ipp,schedule,schedule-4-1,140,6,IPC2000
mips,schedule,schedule-4-1,2440,5,IPC2000
propplan,schedule,schedule-4-1,199900,5,IPC2000
ff,schedule,schedule-41-0,3770,60,IPC2000
ff,schedule,schedule-41-1,2910,71,IPC2000
ff,schedule,schedule-41-2,2560,64,IPC2000
bddplan,schedule,schedule-4-2,1860,5,IPC2000
ff,schedule,schedule-4-2,20,7,IPC2000
hsp,schedule,schedule-4-2,5390,5,IPC2000
ipp,schedule,schedule-4-2,150,5,IPC2000
mips,schedule,schedule-4-2,2410,5,IPC2000
propplan,schedule,schedule-4-2,91500,5,IPC2000
ff,schedule,schedule-42-0,9560,71,IPC2000
ff,schedule,schedule-42-1,3630,63,IPC2000
ff,schedule,schedule-42-2,2590,61,IPC2000
ff,schedule,schedule-43-0,8200,78,IPC2000
ff,schedule,schedule-43-1,7380,66,IPC2000
ff,schedule,schedule-43-2,3030,74,IPC2000
ff,schedule,schedule-44-0,12560,63,IPC2000
ff,schedule,schedule-44-1,4850,70,IPC2000
ff,schedule,schedule-44-2,12190,62,IPC2000
ff,schedule,schedule-45-0,3800,74,IPC2000
ff,schedule,schedule-45-1,6570,69,IPC2000
ff,schedule,schedule-45-2,10700,79,IPC2000
ff,schedule,schedule-46-0,5400,72,IPC2000
ff,schedule,schedule-46-1,6090,81,IPC2000
ff,schedule,schedule-46-2,4110,74,IPC2000
