Planner,Dom,Problem,Time,Steps,comp
grt,logistics,logistics-31-1,33300,199,IPC2000
hsp,logistics,logistics-31-1,20714.8,236,IPC2000
mips,logistics,logistics-31-1,10580,197,IPC2000
shop,logistics,logistics-31-1,3610,182,IPC2000
stan,logistics,logistics-31-1,13650,181,IPC2000
system-r,logistics,logistics-31-1,1097800,441,IPC2000
system-r,logistics,logistics-31-1,8930,441,IPC2000
talplan,logistics,logistics-31-1,134,186,IPC2000
ff,LOGISTICS,LOGISTICS-32-0,20350,201,IPC2000
grt,logistics,logistics-32-0,34620,202,IPC2000
hsp,logistics,logistics-32-0,19599.9,228,IPC2000
mips,logistics,logistics-32-0,17250,201,IPC2000
shop,logistics,logistics-32-0,5020,191,IPC2000
stan,logistics,logistics-32-0,17580,186,IPC2000
system-r,logistics,logistics-32-0,1267160,468,IPC2000
system-r,logistics,logistics-32-0,10420,468,IPC2000
talplan,logistics,logistics-32-0,124,190,IPC2000
ff,LOGISTICS,LOGISTICS-32-1,9800,194,IPC2000
grt,logistics,logistics-32-1,42830,219,IPC2000
hsp,logistics,logistics-32-1,21226.3,242,IPC2000
mips,logistics,logistics-32-1,7230,199,IPC2000
shop,logistics,logistics-32-1,5190,191,IPC2000
stan,logistics,logistics-32-1,20110,190,IPC2000
system-r,logistics,logistics-32-1,1260880,495,IPC2000
system-r,logistics,logistics-32-1,10550,495,IPC2000
talplan,logistics,logistics-32-1,134,195,IPC2000
ff,LOGISTICS,LOGISTICS-33-0,9420,198,IPC2000
grt,logistics,logistics-33-0,32790,207,IPC2000
hsp,logistics,logistics-33-0,22089.5,239,IPC2000
mips,logistics,logistics-33-0,12200,204,IPC2000
shop,logistics,logistics-33-0,4580,190,IPC2000
stan,logistics,logistics-33-0,19220,186,IPC2000
system-r,logistics,logistics-33-0,1273960,475,IPC2000
system-r,logistics,logistics-33-0,10400,475,IPC2000
talplan,logistics,logistics-33-0,124,195,IPC2000
ff,LOGISTICS,LOGISTICS-33-1,9400,206,IPC2000
grt,logistics,logistics-33-1,33600,217,IPC2000
hsp,logistics,logistics-33-1,22136.5,252,IPC2000
mips,logistics,logistics-33-1,20260,224,IPC2000
shop,logistics,logistics-33-1,5430,205,IPC2000
stan,logistics,logistics-33-1,23150,200,IPC2000
system-r,logistics,logistics-33-1,1353440,509,IPC2000
system-r,logistics,logistics-33-1,11450,509,IPC2000
talplan,logistics,logistics-33-1,134,209,IPC2000
ff,LOGISTICS,LOGISTICS-34-0,21340,219,IPC2000
grt,logistics,logistics-34-0,54840,221,IPC2000
hsp,logistics,logistics-34-0,29150.1,252,IPC2000
mips,logistics,logistics-34-0,19250,217,IPC2000
shop,logistics,logistics-34-0,5940,200,IPC2000
stan,logistics,logistics-34-0,25270,199,IPC2000
system-r,logistics,logistics-34-0,1834980,490,IPC2000
system-r,logistics,logistics-34-0,12220,490,IPC2000
talplan,logistics,logistics-34-0,134,210,IPC2000
ff,LOGISTICS,LOGISTICS-34-1,9520,195,IPC2000
grt,logistics,logistics-34-1,45300,209,IPC2000
hsp,logistics,logistics-34-1,28239.7,244,IPC2000
mips,logistics,logistics-34-1,15510,202,IPC2000
shop,logistics,logistics-34-1,4820,195,IPC2000
stan,logistics,logistics-34-1,21050,193,IPC2000
system-r,logistics,logistics-34-1,1702920,483,IPC2000
system-r,logistics,logistics-34-1,11690,483,IPC2000
talplan,logistics,logistics-34-1,134,202,IPC2000
ff,LOGISTICS,LOGISTICS-35-0,14910,193,IPC2000
grt,logistics,logistics-35-0,47860,202,IPC2000
hsp,logistics,logistics-35-0,29981.7,239,IPC2000
mips,logistics,logistics-35-0,11700,198,IPC2000
shop,logistics,logistics-35-0,5390,183,IPC2000
stan,logistics,logistics-35-0,18900,182,IPC2000
system-r,logistics,logistics-35-0,1701950,460,IPC2000
system-r,logistics,logistics-35-0,11210,460,IPC2000
talplan,logistics,logistics-35-0,134,186,IPC2000
ff,LOGISTICS,LOGISTICS-35-1,19320,207,IPC2000
grt,logistics,logistics-35-1,52150,218,IPC2000
hsp,logistics,logistics-35-1,29809.5,253,IPC2000
mips,logistics,logistics-35-1,12120,205,IPC2000
shop,logistics,logistics-35-1,7840,200,IPC2000
stan,logistics,logistics-35-1,33520,195,IPC2000
system-r,logistics,logistics-35-1,14930,523,IPC2000
talplan,logistics,logistics-35-1,134,202,IPC2000
ff,LOGISTICS,LOGISTICS-36-0,11120,209,IPC2000
grt,logistics,logistics-36-0,47090,216,IPC2000
hsp,logistics,logistics-36-0,32989.3,255,IPC2000
mips,logistics,logistics-36-0,8890,200,IPC2000
shop,logistics,logistics-36-0,5460,199,IPC2000
stan,logistics,logistics-36-0,22450,196,IPC2000
system-r,logistics,logistics-36-0,1811870,488,IPC2000
system-r,logistics,logistics-36-0,12070,488,IPC2000
talplan,logistics,logistics-36-0,134,204,IPC2000
ff,LOGISTICS,LOGISTICS-36-1,12040,221,IPC2000
grt,logistics,logistics-36-1,53990,242,IPC2000
hsp,logistics,logistics-36-1,36023.3,280,IPC2000
mips,logistics,logistics-36-1,28480,241,IPC2000
shop,logistics,logistics-36-1,4190,216,IPC2000
stan,logistics,logistics-36-1,27900,215,IPC2000
system-r,logistics,logistics-36-1,1818380,542,IPC2000
system-r,logistics,logistics-36-1,13090,542,IPC2000
talplan,logistics,logistics-36-1,134,218,IPC2000
ff,LOGISTICS,LOGISTICS-37-0,21730,237,IPC2000
grt,logistics,logistics-37-0,99550,265,IPC2000
hsp,logistics,logistics-37-0,64846.9,294,IPC2000
mips,logistics,logistics-37-0,28570,245,IPC2000
shop,logistics,logistics-37-0,6290,231,IPC2000
stan,logistics,logistics-37-0,61140,228,IPC2000
system-r,logistics,logistics-37-0,19660,681,IPC2000
talplan,logistics,logistics-37-0,294,235,IPC2000
ff,LOGISTICS,LOGISTICS-37-1,18350,234,IPC2000
grt,logistics,logistics-37-1,96600,257,IPC2000
hsp,logistics,logistics-37-1,62680.9,297,IPC2000
mips,logistics,logistics-37-1,46290,254,IPC2000
shop,logistics,logistics-37-1,7230,229,IPC2000
stan,logistics,logistics-37-1,63080,228,IPC2000
system-r,logistics,logistics-37-1,21240,711,IPC2000
talplan,logistics,logistics-37-1,144,236,IPC2000
ff,LOGISTICS,LOGISTICS-38-0,21209.999,224,IPC2000
grt,logistics,logistics-38-0,87080,239,IPC2000
hsp,logistics,logistics-38-0,63467.6,272,IPC2000
mips,logistics,logistics-38-0,38260,231,IPC2000
shop,logistics,logistics-38-0,6340,218,IPC2000
stan,logistics,logistics-38-0,43830,214,IPC2000
system-r,logistics,logistics-38-0,17360,634,IPC2000
talplan,logistics,logistics-38-0,144,222,IPC2000
ff,LOGISTICS,LOGISTICS-38-1,21540.001,223,IPC2000
grt,logistics,logistics-38-1,85680,229,IPC2000
hsp,logistics,logistics-38-1,58873.8,262,IPC2000
mips,logistics,logistics-38-1,36850,229,IPC2000
shop,logistics,logistics-38-1,8410,213,IPC2000
stan,logistics,logistics-38-1,53560,209,IPC2000
system-r,logistics,logistics-38-1,17960,622,IPC2000
talplan,logistics,logistics-38-1,144,221,IPC2000
ff,LOGISTICS,LOGISTICS-39-0,56049.999,239,IPC2000
grt,logistics,logistics-39-0,88230,250,IPC2000
hsp,logistics,logistics-39-0,65725.4,287,IPC2000
mips,logistics,logistics-39-0,64430,249,IPC2000
shop,logistics,logistics-39-0,9240,233,IPC2000
stan,logistics,logistics-39-0,70700,227,IPC2000
system-r,logistics,logistics-39-0,20560,696,IPC2000
talplan,logistics,logistics-39-0,154,241,IPC2000
ff,LOGISTICS,LOGISTICS-39-1,54869.999,250,IPC2000
grt,logistics,logistics-39-1,89590,245,IPC2000
hsp,logistics,logistics-39-1,65499.2,286,IPC2000
mips,logistics,logistics-39-1,20010,234,IPC2000
shop,logistics,logistics-39-1,9280,227,IPC2000
stan,logistics,logistics-39-1,66910,219,IPC2000
system-r,logistics,logistics-39-1,19920,691,IPC2000
talplan,logistics,logistics-39-1,144,229,IPC2000
altalt,logistics,logistics-4-0,57,22,IPC2000
bddplan,logistics,logistics-4-0,36040,20,IPC2000
bddplan,logistics,logistics-4-0,947340,20,IPC2000
blackbox,logistics,logistics-4-0,121.805,20,IPC2000
ff,logistics,logistics-4-0,10,20,IPC2000
hsp,logistics,logistics-4-0,10.5,23,IPC2000
ipp,logistics,logistics-4-0,30,20,IPC2000
mips,logistics,logistics-4-0,20,20,IPC2000
pbr,logistics,logistics-4-0,440,20,IPC2000
propplan,logistics,logistics-4-0,14300,20,IPC2000
shop,logistics,logistics-4-0,30,20,IPC2000
stan,logistics,logistics-4-0,10,20,IPC2000
system-r,logistics,logistics-4-0,560,26,IPC2000
system-r,logistics,logistics-4-0,40,26,IPC2000
talplan,logistics,logistics-4-0,230,20,IPC2000
tokenplan,logistics,logistics-4-0,50,20,IPC2000
ff,LOGISTICS,LOGISTICS-40-0,19200.001,251,IPC2000
grt,logistics,logistics-40-0,144240,264,IPC2000
hsp,logistics,logistics-40-0,79772.1,293,IPC2000
mips,logistics,logistics-40-0,34580,254,IPC2000
shop,logistics,logistics-40-0,12340,236,IPC2000
stan,logistics,logistics-40-0,76960,232,IPC2000
system-r,logistics,logistics-40-0,23570,715,IPC2000
talplan,logistics,logistics-40-0,154,239,IPC2000
ff,LOGISTICS,LOGISTICS-40-1,39660,241,IPC2000
grt,logistics,logistics-40-1,141730,254,IPC2000
hsp,logistics,logistics-40-1,75778.1,280,IPC2000
mips,logistics,logistics-40-1,27030,236,IPC2000
shop,logistics,logistics-40-1,11240,226,IPC2000
stan,logistics,logistics-40-1,75870,225,IPC2000
system-r,logistics,logistics-40-1,22690,701,IPC2000
talplan,logistics,logistics-40-1,154,233,IPC2000
altalt,logistics,logistics-4-1,40,21,IPC2000
bddplan,logistics,logistics-4-1,33460,19,IPC2000
bddplan,logistics,logistics-4-1,945810,19,IPC2000
blackbox,logistics,logistics-4-1,125.359,19,IPC2000
ff,logistics,logistics-4-1,10,19,IPC2000
hsp,logistics,logistics-4-1,10.8,23,IPC2000
ipp,logistics,logistics-4-1,30,19,IPC2000
mips,logistics,logistics-4-1,20,19,IPC2000
pbr,logistics,logistics-4-1,550,20,IPC2000
propplan,logistics,logistics-4-1,4920.560748,19,IPC2000
shop,logistics,logistics-4-1,20,19,IPC2000
stan,logistics,logistics-4-1,10,19,IPC2000
system-r,logistics,logistics-4-1,580,25,IPC2000
system-r,logistics,logistics-4-1,20,25,IPC2000
talplan,logistics,logistics-4-1,230,19,IPC2000
tokenplan,logistics,logistics-4-1,60,19,IPC2000
ff,LOGISTICS,LOGISTICS-41-0,18180,248,IPC2000
grt,logistics,logistics-41-0,132370,265,IPC2000
hsp,logistics,logistics-41-0,84301.4,306,IPC2000
mips,logistics,logistics-41-0,38220,255,IPC2000
shop,logistics,logistics-41-0,9720,241,IPC2000
stan,logistics,logistics-41-0,76520,242,IPC2000
system-r,logistics,logistics-41-0,23380,721,IPC2000
talplan,logistics,logistics-41-0,184,251,IPC2000
ff,LOGISTICS,LOGISTICS-41-1,98209.999,281,IPC2000
grt,logistics,logistics-41-1,155520,286,IPC2000
hsp,logistics,logistics-41-1,98983.4,316,IPC2000
mips,logistics,logistics-41-1,71720,274,IPC2000
shop,logistics,logistics-41-1,8580,244,IPC2000
stan,logistics,logistics-41-1,79920,245,IPC2000
system-r,logistics,logistics-41-1,23140,720,IPC2000
talplan,logistics,logistics-41-1,164,257,IPC2000
altalt,logistics,logistics-4-2,34,17,IPC2000
bddplan,logistics,logistics-4-2,18930,15,IPC2000
bddplan,logistics,logistics-4-2,915330,15,IPC2000
blackbox,logistics,logistics-4-2,122.245,15,IPC2000
ff,logistics,logistics-4-2,20,15,IPC2000
hsp,logistics,logistics-4-2,10.3,17,IPC2000
ipp,logistics,logistics-4-2,30,15,IPC2000
mips,logistics,logistics-4-2,10,15,IPC2000
pbr,logistics,logistics-4-2,160,16,IPC2000
propplan,logistics,logistics-4-2,2367,15,IPC2000
shop,logistics,logistics-4-2,20,15,IPC2000
stan,logistics,logistics-4-2,10,15,IPC2000
system-r,logistics,logistics-4-2,560,16,IPC2000
system-r,logistics,logistics-4-2,40,16,IPC2000
talplan,logistics,logistics-4-2,230,15,IPC2000
tokenplan,logistics,logistics-4-2,60,15,IPC2000
shop,logistics,logistics-42-0,9900,245,IPC2000
system-r,logistics,logistics-42-0,24080,724,IPC2000
talplan,logistics,logistics-42-0,164,252,IPC2000
shop,logistics,logistics-42-1,13490,243,IPC2000
system-r,logistics,logistics-42-1,27890,764,IPC2000
talplan,logistics,logistics-42-1,154,246,IPC2000
shop,logistics,logistics-43-0,11430,256,IPC2000
system-r,logistics,logistics-43-0,27890,763,IPC2000
talplan,logistics,logistics-43-0,164,261,IPC2000
shop,logistics,logistics-43-1,13620,261,IPC2000
system-r,logistics,logistics-43-1,31930,815,IPC2000
talplan,logistics,logistics-43-1,264,268,IPC2000
shop,logistics,logistics-44-0,12830,265,IPC2000
system-r,logistics,logistics-44-0,29370,789,IPC2000
talplan,logistics,logistics-44-0,174,270,IPC2000
shop,logistics,logistics-44-1,15100,252,IPC2000
system-r,logistics,logistics-44-1,29490,765,IPC2000
talplan,logistics,logistics-44-1,174,265,IPC2000
shop,logistics,logistics-45-0,12960,277,IPC2000
system-r,logistics,logistics-45-0,30930,828,IPC2000
talplan,logistics,logistics-45-0,174,285,IPC2000
shop,logistics,logistics-45-1,15470,286,IPC2000
system-r,logistics,logistics-45-1,33890,881,IPC2000
talplan,logistics,logistics-45-1,184,293,IPC2000
shop,logistics,logistics-46-0,15360,277,IPC2000
system-r,logistics,logistics-46-0,35500,841,IPC2000
talplan,logistics,logistics-46-0,194,290,IPC2000
shop,logistics,logistics-46-1,13410,272,IPC2000
system-r,logistics,logistics-46-1,36830,843,IPC2000
talplan,logistics,logistics-46-1,174,278,IPC2000
shop,logistics,logistics-47-0,17470,292,IPC2000
system-r,logistics,logistics-47-0,41080,922,IPC2000
talplan,logistics,logistics-47-0,184,300,IPC2000
shop,logistics,logistics-47-1,14620,271,IPC2000
system-r,logistics,logistics-47-1,37130,838,IPC2000
talplan,logistics,logistics-47-1,174,279,IPC2000
shop,logistics,logistics-48-0,12210,280,IPC2000
system-r,logistics,logistics-48-0,35140,829,IPC2000
talplan,logistics,logistics-48-0,184,287,IPC2000
shop,logistics,logistics-48-1,17560,295,IPC2000
system-r,logistics,logistics-48-1,38700,884,IPC2000
talplan,logistics,logistics-48-1,184,300,IPC2000
shop,logistics,logistics-49-0,22750,286,IPC2000
system-r,logistics,logistics-49-0,46430,1005,IPC2000
talplan,logistics,logistics-49-0,344,287,IPC2000
shop,logistics,logistics-49-1,14450,297,IPC2000
system-r,logistics,logistics-49-1,47120,1015,IPC2000
talplan,logistics,logistics-49-1,194,302,IPC2000
altalt,logistics,logistics-5-0,40,35,IPC2000
bddplan,logistics,logistics-5-0,78750,27,IPC2000
bddplan,logistics,logistics-5-0,1103650,27,IPC2000
blackbox,logistics,logistics-5-0,122.588,27,IPC2000
ff,logistics,logistics-5-0,20,27,IPC2000
hsp,logistics,logistics-5-0,12.3,32,IPC2000
ipp,logistics,logistics-5-0,40,27,IPC2000
mips,logistics,logistics-5-0,10,27,IPC2000
pbr,logistics,logistics-5-0,600,28,IPC2000
propplan,logistics,logistics-5-0,9843.714286,27,IPC2000
shop,logistics,logistics-5-0,50,27,IPC2000
stan,logistics,logistics-5-0,10,27,IPC2000
system-r,logistics,logistics-5-0,630,40,IPC2000
system-r,logistics,logistics-5-0,70,40,IPC2000
talplan,logistics,logistics-5-0,230,27,IPC2000
tokenplan,logistics,logistics-5-0,50,27,IPC2000
shop,logistics,logistics-50-0,18420,300,IPC2000
system-r,logistics,logistics-50-0,52180,1084,IPC2000
talplan,logistics,logistics-50-0,204,306,IPC2000
shop,logistics,logistics-50-1,21110,306,IPC2000
system-r,logistics,logistics-50-1,51810,1093,IPC2000
talplan,logistics,logistics-50-1,204,313,IPC2000
altalt,logistics,logistics-5-1,37,19,IPC2000
bddplan,logistics,logistics-5-1,25460,17,IPC2000
bddplan,logistics,logistics-5-1,1264520,17,IPC2000
blackbox,logistics,logistics-5-1,122.028,17,IPC2000
ff,logistics,logistics-5-1,10,17,IPC2000
hsp,logistics,logistics-5-1,11.6,19,IPC2000
ipp,logistics,logistics-5-1,30,17,IPC2000
mips,logistics,logistics-5-1,10,17,IPC2000
pbr,logistics,logistics-5-1,200,17,IPC2000
propplan,logistics,logistics-5-1,3569.285714,17,IPC2000
shop,logistics,logistics-5-1,30,17,IPC2000
stan,logistics,logistics-5-1,0,17,IPC2000
system-r,logistics,logistics-5-1,570,22,IPC2000
system-r,logistics,logistics-5-1,40,22,IPC2000
talplan,logistics,logistics-5-1,240,17,IPC2000
tokenplan,logistics,logistics-5-1,70,17,IPC2000
shop,logistics,logistics-51-0,19950,316,IPC2000
system-r,logistics,logistics-51-0,55830,1115,IPC2000
talplan,logistics,logistics-51-0,204,323,IPC2000
shop,logistics,logistics-51-1,14120,295,IPC2000
system-r,logistics,logistics-51-1,45510,1017,IPC2000
talplan,logistics,logistics-51-1,204,301,IPC2000
altalt,logistics,logistics-5-2,33,8,IPC2000
bddplan,logistics,logistics-5-2,3550,8,IPC2000
bddplan,logistics,logistics-5-2,1010490,8,IPC2000
blackbox,logistics,logistics-5-2,27.767,8,IPC2000
ff,logistics,logistics-5-2,10,8,IPC2000
hsp,logistics,logistics-5-2,10.8,8,IPC2000
ipp,logistics,logistics-5-2,20,8,IPC2000
mips,logistics,logistics-5-2,10,8,IPC2000
pbr,logistics,logistics-5-2,40,8,IPC2000
propplan,logistics,logistics-5-2,630.841122,8,IPC2000
shop,logistics,logistics-5-2,20,8,IPC2000
stan,logistics,logistics-5-2,10,8,IPC2000
system-r,logistics,logistics-5-2,550,10,IPC2000
system-r,logistics,logistics-5-2,30,10,IPC2000
talplan,logistics,logistics-5-2,230,8,IPC2000
tokenplan,logistics,logistics-5-2,10,8,IPC2000
shop,logistics,logistics-52-0,27610,310,IPC2000
system-r,logistics,logistics-52-0,58600,1108,IPC2000
talplan,logistics,logistics-52-0,214,315,IPC2000
shop,logistics,logistics-52-1,21780,308,IPC2000
system-r,logistics,logistics-52-1,54510,1077,IPC2000
talplan,logistics,logistics-52-1,214,321,IPC2000
shop,logistics,logistics-53-0,35550,319,IPC2000
system-r,logistics,logistics-53-0,66060,1181,IPC2000
talplan,logistics,logistics-53-0,204,323,IPC2000
shop,logistics,logistics-53-1,28970,331,IPC2000
system-r,logistics,logistics-53-1,62310,1170,IPC2000
talplan,logistics,logistics-53-1,214,338,IPC2000
shop,logistics,logistics-54-0,30670,315,IPC2000
system-r,logistics,logistics-54-0,66060,1179,IPC2000
talplan,logistics,logistics-54-0,224,326,IPC2000
shop,logistics,logistics-54-1,28690,328,IPC2000
system-r,logistics,logistics-54-1,62610,1192,IPC2000
talplan,logistics,logistics-54-1,304,336,IPC2000
shop,logistics,logistics-55-0,25480,329,IPC2000
system-r,logistics,logistics-55-0,67150,1157,IPC2000
talplan,logistics,logistics-55-0,224,338,IPC2000
shop,logistics,logistics-55-1,23320,340,IPC2000
system-r,logistics,logistics-55-1,68680,1185,IPC2000
talplan,logistics,logistics-55-1,224,349,IPC2000
shop,logistics,logistics-56-0,25890,335,IPC2000
system-r,logistics,logistics-56-0,68040,1159,IPC2000
talplan,logistics,logistics-56-0,234,342,IPC2000
shop,logistics,logistics-56-1,28810,343,IPC2000
system-r,logistics,logistics-56-1,71330,1230,IPC2000
talplan,logistics,logistics-56-1,244,353,IPC2000
shop,logistics,logistics-57-0,34180,332,IPC2000
system-r,logistics,logistics-57-0,73610,1199,IPC2000
talplan,logistics,logistics-57-0,224,341,IPC2000
shop,logistics,logistics-57-1,33430,324,IPC2000
system-r,logistics,logistics-57-1,70390,1205,IPC2000
talplan,logistics,logistics-57-1,234,337,IPC2000
shop,logistics,logistics-58-0,40190,342,IPC2000
system-r,logistics,logistics-58-0,82590,1251,IPC2000
talplan,logistics,logistics-58-0,244,352,IPC2000
shop,logistics,logistics-58-1,42030,360,IPC2000
system-r,logistics,logistics-58-1,82370,1263,IPC2000
talplan,logistics,logistics-58-1,254,373,IPC2000
shop,logistics,logistics-59-0,34490,361,IPC2000
system-r,logistics,logistics-59-0,86810,1316,IPC2000
talplan,logistics,logistics-59-0,384,371,IPC2000
shop,logistics,logistics-59-1,28270,359,IPC2000
system-r,logistics,logistics-59-1,84650,1294,IPC2000
talplan,logistics,logistics-59-1,244,369,IPC2000
altalt,logistics,logistics-6-0,52,30,IPC2000
bddplan,logistics,logistics-6-0,66270,25,IPC2000
bddplan,logistics,logistics-6-0,1076570,25,IPC2000
blackbox,logistics,logistics-6-0,122.336,25,IPC2000
ff,logistics,logistics-6-0,20,25,IPC2000
hsp,logistics,logistics-6-0,13.8,30,IPC2000
ipp,logistics,logistics-6-0,30,25,IPC2000
mips,logistics,logistics-6-0,20,25,IPC2000
pbr,logistics,logistics-6-0,700,26,IPC2000
propplan,logistics,logistics-6-0,8679,25,IPC2000
shop,logistics,logistics-6-0,40,25,IPC2000
stan,logistics,logistics-6-0,10,25,IPC2000
system-r,logistics,logistics-6-0,640,34,IPC2000
system-r,logistics,logistics-6-0,80,34,IPC2000
talplan,logistics,logistics-6-0,230,25,IPC2000
tokenplan,logistics,logistics-6-0,50,25,IPC2000
shop,logistics,logistics-60-0,31800,384,IPC2000
system-r,logistics,logistics-60-0,86210,1355,IPC2000
talplan,logistics,logistics-60-0,264,398,IPC2000
shop,logistics,logistics-60-1,37850,353,IPC2000
system-r,logistics,logistics-60-1,86290,1282,IPC2000
talplan,logistics,logistics-60-1,254,368,IPC2000
altalt,logistics,logistics-6-1,37,16,IPC2000
bddplan,logistics,logistics-6-1,15740,14,IPC2000
bddplan,logistics,logistics-6-1,918120,14,IPC2000
blackbox,logistics,logistics-6-1,121.71,14,IPC2000
ff,logistics,logistics-6-1,10,14,IPC2000
hsp,logistics,logistics-6-1,12.6,16,IPC2000
ipp,logistics,logistics-6-1,40,14,IPC2000
mips,logistics,logistics-6-1,20,14,IPC2000
pbr,logistics,logistics-6-1,130,15,IPC2000
propplan,logistics,logistics-6-1,1841,14,IPC2000
shop,logistics,logistics-6-1,20,14,IPC2000
stan,logistics,logistics-6-1,10,14,IPC2000
system-r,logistics,logistics-6-1,550,16,IPC2000
system-r,logistics,logistics-6-1,40,16,IPC2000
talplan,logistics,logistics-6-1,230,14,IPC2000
tokenplan,logistics,logistics-6-1,60,14,IPC2000
shop,logistics,logistics-61-0,40610,381,IPC2000
system-r,logistics,logistics-61-0,106110,1529,IPC2000
talplan,logistics,logistics-61-0,274,395,IPC2000
shop,logistics,logistics-61-1,31520,365,IPC2000
system-r,logistics,logistics-61-1,94090,1390,IPC2000
talplan,logistics,logistics-61-1,264,373,IPC2000
altalt,logistics,logistics-6-2,50,30,IPC2000
bddplan,logistics,logistics-6-2,64540,25,IPC2000
bddplan,logistics,logistics-6-2,1016560,25,IPC2000
blackbox,logistics,logistics-6-2,122.516,26,IPC2000
ff,logistics,logistics-6-2,20,25,IPC2000
hsp,logistics,logistics-6-2,13.7,29,IPC2000
ipp,logistics,logistics-6-2,30,26,IPC2000
mips,logistics,logistics-6-2,10,26,IPC2000
pbr,logistics,logistics-6-2,690,27,IPC2000
propplan,logistics,logistics-6-2,11313.08411,25,IPC2000
shop,logistics,logistics-6-2,40,25,IPC2000
stan,logistics,logistics-6-2,10,26,IPC2000
system-r,logistics,logistics-6-2,630,33,IPC2000
system-r,logistics,logistics-6-2,70,33,IPC2000
talplan,logistics,logistics-6-2,240,25,IPC2000
tokenplan,logistics,logistics-6-2,60,26,IPC2000
shop,logistics,logistics-62-0,48620,385,IPC2000
system-r,logistics,logistics-62-0,113680,1587,IPC2000
talplan,logistics,logistics-62-0,264,393,IPC2000
shop,logistics,logistics-62-1,45730,385,IPC2000
system-r,logistics,logistics-62-1,113360,1600,IPC2000
talplan,logistics,logistics-62-1,264,398,IPC2000
bddplan,logistics,logistics-6-3,58940,24,IPC2000
blackbox,logistics,logistics-6-3,176.191,25,IPC2000
ff,logistics,logistics-6-3,20,24,IPC2000
hsp,logistics,logistics-6-3,14,30,IPC2000
ipp,logistics,logistics-6-3,40,25,IPC2000
mips,logistics,logistics-6-3,10,25,IPC2000
propplan,logistics,logistics-6-3,10135.51402,24,IPC2000
system-r,logistics,logistics-6-3,600,31,IPC2000
tokenplan,logistics,logistics-6-3,90,24,IPC2000
shop,logistics,logistics-63-0,39070,390,IPC2000
system-r,logistics,logistics-63-0,109610,1583,IPC2000
talplan,logistics,logistics-63-0,264,398,IPC2000
shop,logistics,logistics-63-1,52760,383,IPC2000
system-r,logistics,logistics-63-1,110680,1556,IPC2000
talplan,logistics,logistics-63-1,364,394,IPC2000
shop,logistics,logistics-64-0,50150,398,IPC2000
system-r,logistics,logistics-64-0,133400,1655,IPC2000
talplan,logistics,logistics-64-0,284,415,IPC2000
shop,logistics,logistics-64-1,55990,393,IPC2000
system-r,logistics,logistics-64-1,118840,1589,IPC2000
talplan,logistics,logistics-64-1,284,403,IPC2000
shop,logistics,logistics-65-0,52860,386,IPC2000
system-r,logistics,logistics-65-0,118150,1564,IPC2000
talplan,logistics,logistics-65-0,284,397,IPC2000
shop,logistics,logistics-65-1,57860,391,IPC2000
system-r,logistics,logistics-65-1,129050,1616,IPC2000
talplan,logistics,logistics-65-1,284,403,IPC2000
shop,logistics,logistics-66-0,50880,397,IPC2000
system-r,logistics,logistics-66-0,129280,1630,IPC2000
talplan,logistics,logistics-66-0,274,406,IPC2000
shop,logistics,logistics-66-1,49920,397,IPC2000
system-r,logistics,logistics-66-1,124130,1615,IPC2000
talplan,logistics,logistics-66-1,284,406,IPC2000
shop,logistics,logistics-67-0,63060,409,IPC2000
system-r,logistics,logistics-67-0,139200,1652,IPC2000
talplan,logistics,logistics-67-0,304,418,IPC2000
shop,logistics,logistics-67-1,50810,421,IPC2000
system-r,logistics,logistics-67-1,137850,1675,IPC2000
talplan,logistics,logistics-67-1,464,437,IPC2000
shop,logistics,logistics-68-0,92170,394,IPC2000
system-r,logistics,logistics-68-0,147760,1696,IPC2000
talplan,logistics,logistics-68-0,314,409,IPC2000
shop,logistics,logistics-68-1,58080,397,IPC2000
system-r,logistics,logistics-68-1,138070,1641,IPC2000
talplan,logistics,logistics-68-1,284,407,IPC2000
altalt,logistics,logistics-6-9,3010,31,IPC2000
bddplan,logistics,logistics-6-9,985110,24,IPC2000
pbr,logistics,logistics-6-9,520,26,IPC2000
shop,logistics,logistics-6-9,40,24,IPC2000
stan,logistics,logistics-6-9,10,25,IPC2000
system-r,logistics,logistics-6-9,50,31,IPC2000
talplan,logistics,logistics-6-9,230,24,IPC2000
shop,logistics,logistics-69-0,79770,404,IPC2000
system-r,logistics,logistics-69-0,146840,1718,IPC2000
talplan,logistics,logistics-69-0,304,416,IPC2000
shop,logistics,logistics-69-1,67930,401,IPC2000
system-r,logistics,logistics-69-1,135410,1653,IPC2000
talplan,logistics,logistics-69-1,304,412,IPC2000
altalt,logistics,logistics-7-0,1176,46,IPC2000
blackbox,logistics,logistics-7-0,30183.866,38,IPC2000
ff,logistics,logistics-7-0,20,36,IPC2000
hsp,logistics,logistics-7-0,28.5,47,IPC2000
ipp,logistics,logistics-7-0,5350,38,IPC2000
mips,logistics,logistics-7-0,30,39,IPC2000
pbr,logistics,logistics-7-0,2710,38,IPC2000
shop,logistics,logistics-7-0,70,37,IPC2000
stan,logistics,logistics-7-0,20,37,IPC2000
system-r,logistics,logistics-7-0,1110,49,IPC2000
system-r,logistics,logistics-7-0,150,49,IPC2000
talplan,logistics,logistics-7-0,240,38,IPC2000
tokenplan,logistics,logistics-7-0,1050,38,IPC2000
shop,logistics,logistics-70-0,83620,426,IPC2000
