"","pkey","com","dom","gn","solvedg","minSteps","graph","complete","gl","fap","parallel","GClass"
"941","IPC2000-schedule-schedule-30-6","IPC2000","schedule","schedule-30-6",0,Inf,1,0,5,3,1,"NSG"
"942","IPC2000-schedule-schedule-30-7","IPC2000","schedule","schedule-30-7",0,Inf,1,0,5,3,1,"NSG"
"943","IPC2000-schedule-schedule-30-8","IPC2000","schedule","schedule-30-8",0,Inf,1,0,5,3,1,"NSG"
"944","IPC2000-schedule-schedule-30-9","IPC2000","schedule","schedule-30-9",0,Inf,1,0,5,3,1,"NSG"
"945","IPC2000-schedule-schedule-31-0","IPC2000","schedule","schedule-31-0",1,47,1,0,5,3,1,"SIG"
"946","IPC2000-schedule-schedule-31-1","IPC2000","schedule","schedule-31-1",1,50,1,0,5,3,1,"SIG"
"947","IPC2000-schedule-schedule-31-2","IPC2000","schedule","schedule-31-2",1,59,1,0,5,3,1,"SIG"
"948","IPC2000-schedule-schedule-31-3","IPC2000","schedule","schedule-31-3",0,Inf,1,0,5,3,1,"NSG"
"949","IPC2000-schedule-schedule-31-4","IPC2000","schedule","schedule-31-4",0,Inf,1,0,5,3,1,"NSG"
"950","IPC2000-schedule-schedule-31-5","IPC2000","schedule","schedule-31-5",0,Inf,1,0,5,3,1,"NSG"
"951","IPC2000-schedule-schedule-31-6","IPC2000","schedule","schedule-31-6",0,Inf,1,0,5,3,1,"NSG"
"952","IPC2000-schedule-schedule-31-7","IPC2000","schedule","schedule-31-7",0,Inf,1,0,5,3,1,"NSG"
"953","IPC2000-schedule-schedule-31-8","IPC2000","schedule","schedule-31-8",0,Inf,1,0,5,3,1,"NSG"
"954","IPC2000-schedule-schedule-31-9","IPC2000","schedule","schedule-31-9",0,Inf,1,0,5,3,1,"NSG"
"955","IPC2000-schedule-schedule-32-0","IPC2000","schedule","schedule-32-0",1,45,1,0,5,3,1,"SIG"
"956","IPC2000-schedule-schedule-32-1","IPC2000","schedule","schedule-32-1",1,55,1,0,5,3,1,"SIG"
"957","IPC2000-schedule-schedule-32-2","IPC2000","schedule","schedule-32-2",1,50,1,0,5,3,1,"SIG"
"958","IPC2000-schedule-schedule-32-3","IPC2000","schedule","schedule-32-3",0,Inf,1,0,5,3,1,"NSG"
"959","IPC2000-schedule-schedule-32-4","IPC2000","schedule","schedule-32-4",0,Inf,1,0,5,3,1,"NSG"
"960","IPC2000-schedule-schedule-32-5","IPC2000","schedule","schedule-32-5",0,Inf,1,0,5,3,1,"NSG"
"961","IPC2000-schedule-schedule-32-6","IPC2000","schedule","schedule-32-6",0,Inf,1,0,5,3,1,"NSG"
"962","IPC2000-schedule-schedule-32-7","IPC2000","schedule","schedule-32-7",0,Inf,1,0,5,3,1,"NSG"
"963","IPC2000-schedule-schedule-32-8","IPC2000","schedule","schedule-32-8",0,Inf,1,0,5,3,1,"NSG"
"964","IPC2000-schedule-schedule-32-9","IPC2000","schedule","schedule-32-9",0,Inf,1,0,5,3,1,"NSG"
"965","IPC2000-schedule-schedule-33-0","IPC2000","schedule","schedule-33-0",1,50,1,0,5,3,1,"SIG"
"966","IPC2000-schedule-schedule-33-1","IPC2000","schedule","schedule-33-1",1,52,1,0,5,3,1,"SIG"
"967","IPC2000-schedule-schedule-33-2","IPC2000","schedule","schedule-33-2",1,55,1,0,5,3,1,"SIG"
"968","IPC2000-schedule-schedule-33-3","IPC2000","schedule","schedule-33-3",0,Inf,1,0,5,3,1,"NSG"
"969","IPC2000-schedule-schedule-33-4","IPC2000","schedule","schedule-33-4",0,Inf,1,0,5,3,1,"NSG"
"970","IPC2000-schedule-schedule-33-5","IPC2000","schedule","schedule-33-5",0,Inf,1,0,5,3,1,"NSG"
"971","IPC2000-schedule-schedule-33-6","IPC2000","schedule","schedule-33-6",0,Inf,1,0,5,3,1,"NSG"
"972","IPC2000-schedule-schedule-33-7","IPC2000","schedule","schedule-33-7",0,Inf,1,0,5,3,1,"NSG"
"973","IPC2000-schedule-schedule-33-8","IPC2000","schedule","schedule-33-8",0,Inf,1,0,5,3,1,"NSG"
"974","IPC2000-schedule-schedule-33-9","IPC2000","schedule","schedule-33-9",0,Inf,1,0,5,3,1,"NSG"
"975","IPC2000-schedule-schedule-34-0","IPC2000","schedule","schedule-34-0",1,48,1,0,5,3,1,"SIG"
"976","IPC2000-schedule-schedule-34-1","IPC2000","schedule","schedule-34-1",1,56,1,0,5,3,1,"SIG"
"977","IPC2000-schedule-schedule-34-2","IPC2000","schedule","schedule-34-2",1,56,1,0,5,3,1,"SIG"
"978","IPC2000-schedule-schedule-34-3","IPC2000","schedule","schedule-34-3",0,Inf,1,0,5,3,1,"NSG"
"979","IPC2000-schedule-schedule-34-4","IPC2000","schedule","schedule-34-4",0,Inf,1,0,5,3,1,"NSG"
"980","IPC2000-schedule-schedule-34-5","IPC2000","schedule","schedule-34-5",0,Inf,1,0,5,3,1,"NSG"
"981","IPC2000-schedule-schedule-34-6","IPC2000","schedule","schedule-34-6",0,Inf,1,0,5,3,1,"NSG"
"982","IPC2000-schedule-schedule-34-7","IPC2000","schedule","schedule-34-7",0,Inf,1,0,5,3,1,"NSG"
"983","IPC2000-schedule-schedule-34-8","IPC2000","schedule","schedule-34-8",0,Inf,1,0,5,3,1,"NSG"
"984","IPC2000-schedule-schedule-34-9","IPC2000","schedule","schedule-34-9",0,Inf,1,0,5,3,1,"NSG"
"985","IPC2000-schedule-schedule-35-0","IPC2000","schedule","schedule-35-0",1,66,1,0,5,3,1,"SIG"
"986","IPC2000-schedule-schedule-35-1","IPC2000","schedule","schedule-35-1",1,53,1,0,5,3,1,"SIG"
"987","IPC2000-schedule-schedule-35-2","IPC2000","schedule","schedule-35-2",1,63,1,0,5,3,1,"SIG"
"988","IPC2000-schedule-schedule-35-3","IPC2000","schedule","schedule-35-3",0,Inf,1,0,5,3,1,"NSG"
"989","IPC2000-schedule-schedule-35-4","IPC2000","schedule","schedule-35-4",0,Inf,1,0,5,3,1,"NSG"
"990","IPC2000-schedule-schedule-35-5","IPC2000","schedule","schedule-35-5",0,Inf,1,0,5,3,1,"NSG"
"991","IPC2000-schedule-schedule-35-6","IPC2000","schedule","schedule-35-6",0,Inf,1,0,5,3,1,"NSG"
"992","IPC2000-schedule-schedule-35-7","IPC2000","schedule","schedule-35-7",0,Inf,1,0,5,3,1,"NSG"
"993","IPC2000-schedule-schedule-35-8","IPC2000","schedule","schedule-35-8",0,Inf,1,0,5,3,1,"NSG"
"994","IPC2000-schedule-schedule-35-9","IPC2000","schedule","schedule-35-9",0,Inf,1,0,5,3,1,"NSG"
"995","IPC2000-schedule-schedule-36-0","IPC2000","schedule","schedule-36-0",1,58,1,0,5,3,1,"SIG"
"996","IPC2000-schedule-schedule-36-1","IPC2000","schedule","schedule-36-1",1,58,1,0,5,3,1,"SIG"
"997","IPC2000-schedule-schedule-36-2","IPC2000","schedule","schedule-36-2",1,56,1,0,5,3,1,"SIG"
"998","IPC2000-schedule-schedule-36-3","IPC2000","schedule","schedule-36-3",0,Inf,1,0,5,3,1,"NSG"
"999","IPC2000-schedule-schedule-36-4","IPC2000","schedule","schedule-36-4",0,Inf,1,0,5,3,1,"NSG"
"1000","IPC2000-schedule-schedule-36-5","IPC2000","schedule","schedule-36-5",0,Inf,1,0,5,3,1,"NSG"
"1001","IPC2000-schedule-schedule-36-6","IPC2000","schedule","schedule-36-6",0,Inf,1,0,5,3,1,"NSG"
"1002","IPC2000-schedule-schedule-36-7","IPC2000","schedule","schedule-36-7",0,Inf,1,0,5,3,1,"NSG"
"1003","IPC2000-schedule-schedule-36-8","IPC2000","schedule","schedule-36-8",0,Inf,1,0,5,3,1,"NSG"
"1004","IPC2000-schedule-schedule-36-9","IPC2000","schedule","schedule-36-9",0,Inf,1,0,5,3,1,"NSG"
"1005","IPC2000-schedule-schedule-37-0","IPC2000","schedule","schedule-37-0",1,69,1,0,5,3,1,"SIG"
"1006","IPC2000-schedule-schedule-37-1","IPC2000","schedule","schedule-37-1",1,54,1,0,5,3,1,"SIG"
"1007","IPC2000-schedule-schedule-37-2","IPC2000","schedule","schedule-37-2",1,63,1,0,5,3,1,"SIG"
"1008","IPC2000-schedule-schedule-37-3","IPC2000","schedule","schedule-37-3",0,Inf,1,0,5,3,1,"NSG"
"1009","IPC2000-schedule-schedule-37-4","IPC2000","schedule","schedule-37-4",0,Inf,1,0,5,3,1,"NSG"
"1010","IPC2000-schedule-schedule-37-5","IPC2000","schedule","schedule-37-5",0,Inf,1,0,5,3,1,"NSG"
"1011","IPC2000-schedule-schedule-37-6","IPC2000","schedule","schedule-37-6",0,Inf,1,0,5,3,1,"NSG"
"1012","IPC2000-schedule-schedule-37-7","IPC2000","schedule","schedule-37-7",0,Inf,1,0,5,3,1,"NSG"
"1013","IPC2000-schedule-schedule-37-8","IPC2000","schedule","schedule-37-8",0,Inf,1,0,5,3,1,"NSG"
"1014","IPC2000-schedule-schedule-37-9","IPC2000","schedule","schedule-37-9",0,Inf,1,0,5,3,1,"NSG"
"1015","IPC2000-schedule-schedule-38-0","IPC2000","schedule","schedule-38-0",1,67,1,0,5,3,1,"SIG"
"1016","IPC2000-schedule-schedule-38-1","IPC2000","schedule","schedule-38-1",1,56,1,0,5,3,1,"SIG"
"1017","IPC2000-schedule-schedule-38-2","IPC2000","schedule","schedule-38-2",1,73,1,0,5,3,1,"SIG"
"1018","IPC2000-schedule-schedule-38-3","IPC2000","schedule","schedule-38-3",0,Inf,1,0,5,3,1,"NSG"
"1019","IPC2000-schedule-schedule-38-4","IPC2000","schedule","schedule-38-4",0,Inf,1,0,5,3,1,"NSG"
"1020","IPC2000-schedule-schedule-38-5","IPC2000","schedule","schedule-38-5",0,Inf,1,0,5,3,1,"NSG"
"1021","IPC2000-schedule-schedule-38-6","IPC2000","schedule","schedule-38-6",0,Inf,1,0,5,3,1,"NSG"
"1022","IPC2000-schedule-schedule-38-7","IPC2000","schedule","schedule-38-7",0,Inf,1,0,5,3,1,"NSG"
"1023","IPC2000-schedule-schedule-38-8","IPC2000","schedule","schedule-38-8",0,Inf,1,0,5,3,1,"NSG"
"1024","IPC2000-schedule-schedule-38-9","IPC2000","schedule","schedule-38-9",0,Inf,1,0,5,3,1,"NSG"
"1025","IPC2000-schedule-schedule-39-0","IPC2000","schedule","schedule-39-0",1,67,1,0,5,3,1,"SIG"
"1026","IPC2000-schedule-schedule-39-1","IPC2000","schedule","schedule-39-1",1,66,1,0,5,3,1,"SIG"
"1027","IPC2000-schedule-schedule-39-2","IPC2000","schedule","schedule-39-2",1,64,1,0,5,3,1,"SIG"
"1028","IPC2000-schedule-schedule-39-3","IPC2000","schedule","schedule-39-3",0,Inf,1,0,5,3,1,"NSG"
"1029","IPC2000-schedule-schedule-39-4","IPC2000","schedule","schedule-39-4",0,Inf,1,0,5,3,1,"NSG"
"1030","IPC2000-schedule-schedule-39-5","IPC2000","schedule","schedule-39-5",0,Inf,1,0,5,3,1,"NSG"
"1031","IPC2000-schedule-schedule-39-6","IPC2000","schedule","schedule-39-6",0,Inf,1,0,5,3,1,"NSG"
"1032","IPC2000-schedule-schedule-39-7","IPC2000","schedule","schedule-39-7",0,Inf,1,0,5,3,1,"NSG"
"1033","IPC2000-schedule-schedule-39-8","IPC2000","schedule","schedule-39-8",0,Inf,1,0,5,3,1,"NSG"
"1034","IPC2000-schedule-schedule-39-9","IPC2000","schedule","schedule-39-9",0,Inf,1,0,5,3,1,"NSG"
"1035","IPC2000-schedule-schedule-4-0","IPC2000","schedule","schedule-4-0",1,5,1,1,3,3,1,"SGCP"
"1036","IPC2000-schedule-schedule-4-1","IPC2000","schedule","schedule-4-1",1,5,1,1,3,3,1,"SGCP"
"1037","IPC2000-schedule-schedule-4-2","IPC2000","schedule","schedule-4-2",1,5,1,1,3,3,1,"SGCP"
"1038","IPC2000-schedule-schedule-4-3","IPC2000","schedule","schedule-4-3",0,Inf,1,1,3,3,1,"NSG"
"1039","IPC2000-schedule-schedule-4-4","IPC2000","schedule","schedule-4-4",0,Inf,1,1,3,3,1,"NSG"
"1040","IPC2000-schedule-schedule-4-5","IPC2000","schedule","schedule-4-5",0,Inf,1,1,3,3,1,"NSG"
"1041","IPC2000-schedule-schedule-4-6","IPC2000","schedule","schedule-4-6",0,Inf,1,1,3,3,1,"NSG"
"1042","IPC2000-schedule-schedule-4-7","IPC2000","schedule","schedule-4-7",0,Inf,1,1,3,3,1,"NSG"
"1043","IPC2000-schedule-schedule-4-8","IPC2000","schedule","schedule-4-8",0,Inf,1,1,3,3,1,"NSG"
"1044","IPC2000-schedule-schedule-4-9","IPC2000","schedule","schedule-4-9",0,Inf,1,1,3,3,1,"NSG"
"1045","IPC2000-schedule-schedule-40-0","IPC2000","schedule","schedule-40-0",1,66,1,0,5,3,1,"SIG"
"1046","IPC2000-schedule-schedule-40-1","IPC2000","schedule","schedule-40-1",1,64,1,0,5,3,1,"SIG"
"1047","IPC2000-schedule-schedule-40-2","IPC2000","schedule","schedule-40-2",1,68,1,0,5,3,1,"SIG"
"1048","IPC2000-schedule-schedule-40-3","IPC2000","schedule","schedule-40-3",0,Inf,1,0,5,3,1,"NSG"
"1049","IPC2000-schedule-schedule-40-4","IPC2000","schedule","schedule-40-4",0,Inf,1,0,5,3,1,"NSG"
"1050","IPC2000-schedule-schedule-40-5","IPC2000","schedule","schedule-40-5",0,Inf,1,0,5,3,1,"NSG"
"1051","IPC2000-schedule-schedule-40-6","IPC2000","schedule","schedule-40-6",0,Inf,1,0,5,3,1,"NSG"
"1052","IPC2000-schedule-schedule-40-7","IPC2000","schedule","schedule-40-7",0,Inf,1,0,5,3,1,"NSG"
"1053","IPC2000-schedule-schedule-40-8","IPC2000","schedule","schedule-40-8",0,Inf,1,0,5,3,1,"NSG"
"1054","IPC2000-schedule-schedule-40-9","IPC2000","schedule","schedule-40-9",0,Inf,1,0,5,3,1,"NSG"
"1055","IPC2000-schedule-schedule-41-0","IPC2000","schedule","schedule-41-0",1,60,1,0,5,3,1,"SIG"
"1056","IPC2000-schedule-schedule-41-1","IPC2000","schedule","schedule-41-1",1,71,1,0,5,3,1,"SIG"
"1057","IPC2000-schedule-schedule-41-2","IPC2000","schedule","schedule-41-2",1,64,1,0,5,3,1,"SIG"
"1058","IPC2000-schedule-schedule-41-3","IPC2000","schedule","schedule-41-3",0,Inf,1,0,5,3,1,"NSG"
"1059","IPC2000-schedule-schedule-41-4","IPC2000","schedule","schedule-41-4",0,Inf,1,0,5,3,1,"NSG"
"1060","IPC2000-schedule-schedule-41-5","IPC2000","schedule","schedule-41-5",0,Inf,1,0,5,3,1,"NSG"
"1061","IPC2000-schedule-schedule-41-6","IPC2000","schedule","schedule-41-6",0,Inf,1,0,5,3,1,"NSG"
"1062","IPC2000-schedule-schedule-41-7","IPC2000","schedule","schedule-41-7",0,Inf,1,0,5,3,1,"NSG"
"1063","IPC2000-schedule-schedule-41-8","IPC2000","schedule","schedule-41-8",0,Inf,1,0,5,3,1,"NSG"
"1064","IPC2000-schedule-schedule-41-9","IPC2000","schedule","schedule-41-9",0,Inf,1,0,5,3,1,"NSG"
"1065","IPC2000-schedule-schedule-42-0","IPC2000","schedule","schedule-42-0",1,71,1,0,5,3,1,"SIG"
"1066","IPC2000-schedule-schedule-42-1","IPC2000","schedule","schedule-42-1",1,63,1,0,5,3,1,"SIG"
"1067","IPC2000-schedule-schedule-42-2","IPC2000","schedule","schedule-42-2",1,61,1,0,5,3,1,"SIG"
"1068","IPC2000-schedule-schedule-42-3","IPC2000","schedule","schedule-42-3",0,Inf,1,0,5,3,1,"NSG"
"1069","IPC2000-schedule-schedule-42-4","IPC2000","schedule","schedule-42-4",0,Inf,1,0,5,3,1,"NSG"
"1070","IPC2000-schedule-schedule-42-5","IPC2000","schedule","schedule-42-5",0,Inf,1,0,5,3,1,"NSG"
"1071","IPC2000-schedule-schedule-42-6","IPC2000","schedule","schedule-42-6",0,Inf,1,0,5,3,1,"NSG"
"1072","IPC2000-schedule-schedule-42-7","IPC2000","schedule","schedule-42-7",0,Inf,1,0,5,3,1,"NSG"
"1073","IPC2000-schedule-schedule-42-8","IPC2000","schedule","schedule-42-8",0,Inf,1,0,5,3,1,"NSG"
"1074","IPC2000-schedule-schedule-42-9","IPC2000","schedule","schedule-42-9",0,Inf,1,0,5,3,1,"NSG"
"1075","IPC2000-schedule-schedule-43-0","IPC2000","schedule","schedule-43-0",1,78,1,0,5,3,1,"SIG"
"1076","IPC2000-schedule-schedule-43-1","IPC2000","schedule","schedule-43-1",1,66,1,0,5,3,1,"SIG"
"1077","IPC2000-schedule-schedule-43-2","IPC2000","schedule","schedule-43-2",1,74,1,0,5,3,1,"SIG"
"1078","IPC2000-schedule-schedule-43-3","IPC2000","schedule","schedule-43-3",0,Inf,1,0,5,3,1,"NSG"
"1079","IPC2000-schedule-schedule-43-4","IPC2000","schedule","schedule-43-4",0,Inf,1,0,5,3,1,"NSG"
"1080","IPC2000-schedule-schedule-43-5","IPC2000","schedule","schedule-43-5",0,Inf,1,0,5,3,1,"NSG"
"1081","IPC2000-schedule-schedule-43-6","IPC2000","schedule","schedule-43-6",0,Inf,1,0,5,3,1,"NSG"
"1082","IPC2000-schedule-schedule-43-7","IPC2000","schedule","schedule-43-7",0,Inf,1,0,5,3,1,"NSG"
"1083","IPC2000-schedule-schedule-43-8","IPC2000","schedule","schedule-43-8",0,Inf,1,0,5,3,1,"NSG"
"1084","IPC2000-schedule-schedule-43-9","IPC2000","schedule","schedule-43-9",0,Inf,1,0,5,3,1,"NSG"
"1085","IPC2000-schedule-schedule-44-0","IPC2000","schedule","schedule-44-0",1,63,1,0,5,3,1,"SIG"
"1086","IPC2000-schedule-schedule-44-1","IPC2000","schedule","schedule-44-1",1,70,1,0,5,3,1,"SIG"
"1087","IPC2000-schedule-schedule-44-2","IPC2000","schedule","schedule-44-2",1,62,1,0,5,3,1,"SIG"
"1088","IPC2000-schedule-schedule-44-3","IPC2000","schedule","schedule-44-3",0,Inf,1,0,5,3,1,"NSG"
"1089","IPC2000-schedule-schedule-44-4","IPC2000","schedule","schedule-44-4",0,Inf,1,0,5,3,1,"NSG"
"1090","IPC2000-schedule-schedule-44-5","IPC2000","schedule","schedule-44-5",0,Inf,1,0,5,3,1,"NSG"
"1091","IPC2000-schedule-schedule-44-6","IPC2000","schedule","schedule-44-6",0,Inf,1,0,5,3,1,"NSG"
"1092","IPC2000-schedule-schedule-44-7","IPC2000","schedule","schedule-44-7",0,Inf,1,0,5,3,1,"NSG"
"1093","IPC2000-schedule-schedule-44-8","IPC2000","schedule","schedule-44-8",0,Inf,1,0,5,3,1,"NSG"
"1094","IPC2000-schedule-schedule-44-9","IPC2000","schedule","schedule-44-9",0,Inf,1,0,5,3,1,"NSG"
"1095","IPC2000-schedule-schedule-45-0","IPC2000","schedule","schedule-45-0",1,74,1,0,5,3,1,"SIG"
"1096","IPC2000-schedule-schedule-45-1","IPC2000","schedule","schedule-45-1",1,69,1,0,5,3,1,"SIG"
"1097","IPC2000-schedule-schedule-45-2","IPC2000","schedule","schedule-45-2",1,79,1,0,5,3,1,"SIG"
"1098","IPC2000-schedule-schedule-45-3","IPC2000","schedule","schedule-45-3",0,Inf,1,0,5,3,1,"NSG"
"1099","IPC2000-schedule-schedule-45-4","IPC2000","schedule","schedule-45-4",0,Inf,1,0,5,3,1,"NSG"
"1100","IPC2000-schedule-schedule-45-5","IPC2000","schedule","schedule-45-5",0,Inf,1,0,5,3,1,"NSG"
"1101","IPC2000-schedule-schedule-45-6","IPC2000","schedule","schedule-45-6",0,Inf,1,0,5,3,1,"NSG"
"1102","IPC2000-schedule-schedule-45-7","IPC2000","schedule","schedule-45-7",0,Inf,1,0,5,3,1,"NSG"
"1103","IPC2000-schedule-schedule-45-8","IPC2000","schedule","schedule-45-8",0,Inf,1,0,5,3,1,"NSG"
"1104","IPC2000-schedule-schedule-45-9","IPC2000","schedule","schedule-45-9",0,Inf,1,0,5,3,1,"NSG"
"1105","IPC2000-schedule-schedule-46-0","IPC2000","schedule","schedule-46-0",1,72,1,0,5,3,1,"SIG"
"1106","IPC2000-schedule-schedule-46-1","IPC2000","schedule","schedule-46-1",1,81,1,0,5,3,1,"SIG"
"1107","IPC2000-schedule-schedule-46-2","IPC2000","schedule","schedule-46-2",1,74,1,0,5,3,1,"SIG"
"1108","IPC2000-schedule-schedule-46-3","IPC2000","schedule","schedule-46-3",0,Inf,1,0,5,3,1,"NSG"
"1109","IPC2000-schedule-schedule-46-4","IPC2000","schedule","schedule-46-4",0,Inf,1,0,5,3,1,"NSG"
"1110","IPC2000-schedule-schedule-46-5","IPC2000","schedule","schedule-46-5",0,Inf,1,0,5,3,1,"NSG"
"1111","IPC2000-schedule-schedule-46-6","IPC2000","schedule","schedule-46-6",0,Inf,1,0,5,3,1,"NSG"
"1112","IPC2000-schedule-schedule-46-7","IPC2000","schedule","schedule-46-7",0,Inf,1,0,5,3,1,"NSG"
"1113","IPC2000-schedule-schedule-46-8","IPC2000","schedule","schedule-46-8",0,Inf,1,0,5,3,1,"NSG"
"1114","IPC2000-schedule-schedule-46-9","IPC2000","schedule","schedule-46-9",0,Inf,1,0,5,3,1,"NSG"
"1115","IPC2000-schedule-schedule-47-0","IPC2000","schedule","schedule-47-0",1,76,1,0,5,3,1,"SIG"
"1116","IPC2000-schedule-schedule-47-1","IPC2000","schedule","schedule-47-1",1,70,1,0,5,3,1,"SIG"
"1117","IPC2000-schedule-schedule-47-2","IPC2000","schedule","schedule-47-2",1,68,1,0,5,3,1,"SIG"
"1118","IPC2000-schedule-schedule-47-3","IPC2000","schedule","schedule-47-3",0,Inf,1,0,5,3,1,"NSG"
"1119","IPC2000-schedule-schedule-47-4","IPC2000","schedule","schedule-47-4",0,Inf,1,0,5,3,1,"NSG"
"1120","IPC2000-schedule-schedule-47-5","IPC2000","schedule","schedule-47-5",0,Inf,1,0,5,3,1,"NSG"
"1121","IPC2000-schedule-schedule-47-6","IPC2000","schedule","schedule-47-6",0,Inf,1,0,5,3,1,"NSG"
"1122","IPC2000-schedule-schedule-47-7","IPC2000","schedule","schedule-47-7",0,Inf,1,0,5,3,1,"NSG"
"1123","IPC2000-schedule-schedule-47-8","IPC2000","schedule","schedule-47-8",0,Inf,1,0,5,3,1,"NSG"
"1124","IPC2000-schedule-schedule-47-9","IPC2000","schedule","schedule-47-9",0,Inf,1,0,5,3,1,"NSG"
"1125","IPC2000-schedule-schedule-48-0","IPC2000","schedule","schedule-48-0",1,82,1,0,5,3,1,"SIG"
"1126","IPC2000-schedule-schedule-48-1","IPC2000","schedule","schedule-48-1",1,70,1,0,5,3,1,"SIG"
"1127","IPC2000-schedule-schedule-48-2","IPC2000","schedule","schedule-48-2",1,83,1,0,5,3,1,"SIG"
"1128","IPC2000-schedule-schedule-48-3","IPC2000","schedule","schedule-48-3",0,Inf,1,0,5,3,1,"NSG"
"1129","IPC2000-schedule-schedule-48-4","IPC2000","schedule","schedule-48-4",0,Inf,1,0,5,3,1,"NSG"
"1130","IPC2000-schedule-schedule-48-5","IPC2000","schedule","schedule-48-5",0,Inf,1,0,5,3,1,"NSG"
"1131","IPC2000-schedule-schedule-48-6","IPC2000","schedule","schedule-48-6",0,Inf,1,0,5,3,1,"NSG"
"1132","IPC2000-schedule-schedule-48-7","IPC2000","schedule","schedule-48-7",0,Inf,1,0,5,3,1,"NSG"
"1133","IPC2000-schedule-schedule-48-8","IPC2000","schedule","schedule-48-8",0,Inf,1,0,5,3,1,"NSG"
"1134","IPC2000-schedule-schedule-48-9","IPC2000","schedule","schedule-48-9",0,Inf,1,0,5,3,1,"NSG"
"1135","IPC2000-schedule-schedule-49-0","IPC2000","schedule","schedule-49-0",1,69,1,0,5,3,1,"SIG"
"1136","IPC2000-schedule-schedule-49-1","IPC2000","schedule","schedule-49-1",1,80,1,0,5,3,1,"SIG"
"1137","IPC2000-schedule-schedule-49-2","IPC2000","schedule","schedule-49-2",1,82,1,0,5,3,1,"SIG"
"1138","IPC2000-schedule-schedule-49-3","IPC2000","schedule","schedule-49-3",0,Inf,1,0,5,3,1,"NSG"
"1139","IPC2000-schedule-schedule-49-4","IPC2000","schedule","schedule-49-4",0,Inf,1,0,5,3,1,"NSG"
"1140","IPC2000-schedule-schedule-49-5","IPC2000","schedule","schedule-49-5",0,Inf,1,0,5,3,1,"NSG"
"1141","IPC2000-schedule-schedule-49-6","IPC2000","schedule","schedule-49-6",0,Inf,1,0,5,3,1,"NSG"
"1142","IPC2000-schedule-schedule-49-7","IPC2000","schedule","schedule-49-7",0,Inf,1,0,5,3,1,"NSG"
"1143","IPC2000-schedule-schedule-49-8","IPC2000","schedule","schedule-49-8",0,Inf,1,0,5,3,1,"NSG"
"1144","IPC2000-schedule-schedule-49-9","IPC2000","schedule","schedule-49-9",0,Inf,1,0,5,3,1,"NSG"
"1145","IPC2000-schedule-schedule-5-0","IPC2000","schedule","schedule-5-0",1,5,1,1,3,3,1,"SGCP"
"1146","IPC2000-schedule-schedule-5-1","IPC2000","schedule","schedule-5-1",1,6,1,1,3,3,1,"SGCP"
"1147","IPC2000-schedule-schedule-5-2","IPC2000","schedule","schedule-5-2",1,7,1,1,5,3,1,"SGCP"
"1148","IPC2000-schedule-schedule-5-3","IPC2000","schedule","schedule-5-3",0,Inf,1,1,4,3,1,"NSG"
"1149","IPC2000-schedule-schedule-5-4","IPC2000","schedule","schedule-5-4",0,Inf,1,1,3,3,1,"NSG"
"1150","IPC2000-schedule-schedule-5-5","IPC2000","schedule","schedule-5-5",0,Inf,1,1,3,1,1,"NSG"
"1151","IPC2000-schedule-schedule-5-6","IPC2000","schedule","schedule-5-6",0,Inf,1,1,3,3,1,"NSG"
"1152","IPC2000-schedule-schedule-5-7","IPC2000","schedule","schedule-5-7",0,Inf,1,1,3,3,1,"NSG"
"1153","IPC2000-schedule-schedule-5-8","IPC2000","schedule","schedule-5-8",0,Inf,1,1,3,3,1,"NSG"
"1154","IPC2000-schedule-schedule-5-9","IPC2000","schedule","schedule-5-9",0,Inf,1,1,3,3,1,"NSG"
"1155","IPC2000-schedule-schedule-50-0","IPC2000","schedule","schedule-50-0",1,80,1,0,5,3,1,"SIG"
"1156","IPC2000-schedule-schedule-50-1","IPC2000","schedule","schedule-50-1",1,81,1,0,5,3,1,"SIG"
"1157","IPC2000-schedule-schedule-50-2","IPC2000","schedule","schedule-50-2",1,77,1,0,5,3,1,"SIG"
"1158","IPC2000-schedule-schedule-50-3","IPC2000","schedule","schedule-50-3",0,Inf,1,0,5,3,1,"NSG"
"1159","IPC2000-schedule-schedule-50-4","IPC2000","schedule","schedule-50-4",0,Inf,1,0,5,3,1,"NSG"
"1160","IPC2000-schedule-schedule-50-5","IPC2000","schedule","schedule-50-5",0,Inf,1,0,5,3,1,"NSG"
"1161","IPC2000-schedule-schedule-50-6","IPC2000","schedule","schedule-50-6",0,Inf,1,0,5,3,1,"NSG"
"1162","IPC2000-schedule-schedule-50-7","IPC2000","schedule","schedule-50-7",0,Inf,1,0,5,3,1,"NSG"
"1163","IPC2000-schedule-schedule-50-8","IPC2000","schedule","schedule-50-8",0,Inf,1,0,5,3,1,"NSG"
"1164","IPC2000-schedule-schedule-50-9","IPC2000","schedule","schedule-50-9",0,Inf,1,0,5,3,1,"NSG"
"1165","IPC2000-schedule-schedule-51-0","IPC2000","schedule","schedule-51-0",1,75,1,0,5,3,1,"SIG"
"1166","IPC2000-schedule-schedule-51-1","IPC2000","schedule","schedule-51-1",1,71,1,0,5,3,1,"SIG"
"1167","IPC2000-schedule-schedule-51-2","IPC2000","schedule","schedule-51-2",1,70,1,0,5,3,1,"SIG"
"1168","IPC2000-schedule-schedule-51-3","IPC2000","schedule","schedule-51-3",0,Inf,1,0,5,3,1,"NSG"
